experiment,mean,std,speedup
cuda,5.042560666666668,1.0205696064696046,5.241503714845407
mpi_1,25.393070266666665,1.189907563858127,1.0408587929346205
mpi_16,16.831173200000002,1.3124075987886428,1.5703361941915412
mpi_2,15.673710266666669,1.5176839027340532,1.6863014574715416
mpi_32,20.1891776,1.8096063947926748,1.3091469593425473
mpi_4,13.140888000000002,1.3288179524103367,2.0113252975496527
mpi_8,15.526606999999997,1.3445701554894787,1.702277932755474
omp_4,12.279781266666665,1.3016388438338835,2.1523673665435923
seq,26.430600466666668,0.7358978435303044,1.0
