Num Threads,Time,STD,Speedup,Efficiency
1,23.001127020517984,0.9483433040684782,1.0,1.0
2,13.089100980758667,1.1926021074239743,1.7572732500368256,0.8786366250184128
4,9.978094259897867,1.1387504646995044,2.305162330742846,0.5762905826857115
8,8.845554447174072,1.2139225400957292,2.6003035940687984,0.3250379492585998
16,8.664456685384115,1.1311717261650178,2.6546531254888825,0.16591582034305516
32,8.958260981241862,1.208509777469578,2.5675884045665964,0.08023713764270614
