Num Threads,Time,STD,Speedup,Efficiency
1,26.71558281580607,0.47943139146695135,1.0,1.0
2,16.556836700439455,0.38262466971582626,1.6135680564571238,0.8067840282285619
4,13.978613583246867,0.3385295622415291,1.9111754292875114,0.47779385732187785
8,13.977116664250692,0.25815430668171124,1.911380112046756,0.2389225140058445
16,13.871901607513427,0.250576648925826,1.9258774731602861,0.12036734207251788
32,13.73004183769226,0.17163010704039472,1.9457757763319687,0.06080549301037402
CUDA,5.1722333590189615,0.01552564477220343,5.165192859912516,-1
