Experiment,Num Threads,Time,STD,Speedup,Efficiency
Sequential,1.0,124.10645232200622,3.85842083333299,1.0,1.0
"CUDA (16, 16)",9078169.0,23.31821060180664,0.5246089229892072,5.3222974284480795,5.862743278350601e-07
"CUDA (32, 32)",9174841.0,25.053128735224405,0.4883764775814641,4.95373067506391,5.39925506617925e-07
