OMP 4
58.855536222457886
60.245484590530396
60.80707311630249
61.54383659362793
63.12927865982056
63.468239307403564
69.1901285648346
63.765986919403076
63.87580990791321
64.70921421051025
64.53889584541321
62.08712148666382
62.26713562011719
62.78309774398804
62.02231955528259
