Num Threads,Time,Speedup,Efficiency
1,6.980489444732666,1.0,1.0
2,4.829410576820374,1.4454122990156983,0.7227061495078492
4,4.342893981933594,1.6073359086755166,0.40183397716887914
8,4.172493028640747,1.672978096504254,0.20912226206303175
16,4.303713250160217,1.6219689925839735,0.10137306203649835
